,country,currency,exchange,finnhubIndustry,ipo,logo,marketCapitalization,name,phone,shareOutstanding,ticker,weburl
494,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2006-01-11,https://static.finnhub.io/logo/977d685e-80cf-11ea-bfb1-00000000092a.png,17.38865,Bio Path Holdings Inc,18327421357,3.691857,BPTH,http://www.biopathholdings.com/
495,BM,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,2013-04-15,,13942.47,Brookfield Property Partners LP,2124177000,964.876726,BPY,https://bpy.brookfield.com/en
496,,,,,,,,,,,,
497,,,,,,,,,,,,
498,,,,,,,,,,,,
499,US,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,1993-04-08,,728.2288,Brookfield Property REIT Inc,13129605000,1187.114638,BPYU,https://www.brookfieldpropertiesretail.com/
500,,,,,,,,,,,,
501,,,,,,,,,,,,
502,US,USD,NASDAQ NMS - GLOBAL MARKET,Food Products,1980-03-17,https://static.finnhub.io/logo/7848001a-80e0-11ea-a9d1-00000000092a.png,168.0122,Bridgford Foods Corp,17145265533,9.076832,BRID,http://www.bridgford.com/
503,US,USD,NASDAQ NMS - GLOBAL MARKET,Banking,1998-03-25,,790.7711,Brookline Bancorp Inc,16174254600,78.919273,BRKL,http://www.brooklinebancorp.com/
504,US,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools & Services,2000-08-04,https://static.finnhub.io/logo/b8d5dd3a-80df-11ea-ad1c-00000000092a.png,6500,Bruker Corp,19786633660,153.085243,BRKR,https://www.bruker.com/
505,US,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,1995-02-02,,3590.649,Brooks Automation Inc,19782622400,73.760246,BRKS,https://www.brooks.com/
506,CN,USD,NASDAQ NMS - GLOBAL MARKET,N/A,2020-06-24,,59.76558,Brilliant Acquisition Corp,8602180125497,6.111,BRLI,
507,,,,,,,,,,,,
508,,,,,,,,,,,,
509,,,,,,,,,,,,
510,GB,USD,NASDAQ NMS - GLOBAL MARKET,Energy ,2018-06-20,,1006.016,Brooge Holdings Ltd,442030962150,109.587754,BROG,
511,,,,,,,,,,,,
512,US,USD,NASDAQ NMS - GLOBAL MARKET,Insurance,2019-10-24,,2108.807,BRP Group Inc,18662790698,79.404935,BRP,
513,US,USD,NASDAQ NMS - GLOBAL MARKET,N/A,2017-11-20,,28.9892,Big Rock Partners Acquisition Corp,13107342300,2.688242,BRPA,
514,,,,,,,,,,,,
515,,,,,,,,,,,,
516,,,,,,,,,,,,
517,CN,USD,NASDAQ NMS - GLOBAL MARKET,Technology,2015-10-15,https://static.finnhub.io/logo/0c380ee8-80d3-11ea-a888-00000000092a.png,51.20606,Borqs Technologies Inc,861059756336,83.024453,BRQS,http://www.borqs.com/
518,US,USD,NASDAQ NMS - GLOBAL MARKET,Energy ,2018-07-20,,250.7945,Berry Corporation (Bry),12144532920,79.870874,BRY,http://berrypetroleum.com/
519,,,,,,,,,,,,
520,,,,,,,,,,,,
521,US,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,2020-01-16,,104.2076,Bogota Financial Corp,12018620660,13.157525,BSBK,
522,,,,,,,,,,,,
523,,,,,,,,,,,,
524,,,,,,,,,,,,
525,,,,,,,,,,,,
526,,,,,,,,,,,,
527,,,,,,,,,,,,
528,,,,,,,,,,,,
529,,,,,,,,,,,,
530,,,,,,,,,,,,
531,,,,,,,,,,,,
532,,,,,,,,,,,,
533,,,,,,,,,,,,
534,,,,,,,,,,,,
535,US,USD,NASDAQ NMS - GLOBAL MARKET,Consumer products,1954-09-16,https://static.finnhub.io/logo/bb105790-80df-11ea-9f1e-00000000092a.png,155.9329,Bassett Furniture Industries Inc,15406296209,9.976513,BSET,https://www.bassettfurniture.com/
536,US,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,2014-09-22,https://static.finnhub.io/logo/ca3b8f9e-80da-11ea-8d75-00000000092a.png,149.6141,Biosig Technologies Inc,12034095444,29.803614,BSGM,https://biosigtech.com/
537,,,,,,,,,,,,
538,,,,,,,,,,,,
539,,,,,,,,,,,,
540,,,,,,,,,,,,
541,,,,,,,,,,,,
542,,,,,,,,,,,,
543,,,,,,,,,,,,
544,,,,,,,,,,,,
545,,,,,,,,,,,,
546,,,,,,,,,,,,
547,,,,,,,,,,,,
548,,,,,,,,,,,,
549,,,,,,,,,,,,
550,,,,,,,,,,,,
551,,,,,,,,,,,,
552,,,,,,,,,,,,
553,,,,,,,,,,,,
554,,,,,,,,,,,,
555,,,,,,,,,,,,
556,US,USD,NASDAQ NMS - GLOBAL MARKET,Technology,1999-10-20,https://static.finnhub.io/logo/b9784a8c-80df-11ea-9db3-00000000092a.png,16.70703,Bsquare Corp,14255195900,13.155139,BSQR,https://www.bsquare.com/
557,US,USD,NASDAQ NMS - GLOBAL MARKET,Banking,1993-10-27,https://static.finnhub.io/logo/941e7b34-826a-11ea-b1d7-00000000092a.png,317.1134,Sierra Bancorp,15597824900,15.341723,BSRR,http://www.sierrabancorp.com/
558,US,USD,NASDAQ NMS - GLOBAL MARKET,Banking,2018-09-20,https://static.finnhub.io/logo/ccd26f4a-80da-11ea-bf65-00000000092a.png,88.11071,Bank7 Corp,14058108600,9.226252,BSVN,https://www.bank7.com
559,US,,NASDAQ NMS - GLOBAL MARKET,Technology,2020-09-23,,0,Bentley Systems Inc,18002368539,0,BSY,https://www.bentley.com/
560,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2018-03-08,https://static.finnhub.io/logo/295a74ca-80db-11ea-99f6-00000000092a.png,1039.949,BioXcel Therapeutics Inc,12036438060,22.354882,BTAI,http://www.bioxceltherapeutics.com/
561,KY,,NASDAQ NMS - GLOBAL MARKET,N/A,2020-08-25,,0,Burgundy Technology Acquisition Corp,13459457099,0,BTAQ,
562,,,,,,,,,,,,
563,,,,,,,,,,,,
564,US,,NASDAQ NMS - GLOBAL MARKET,Financial Services,2018-03-20,,0,Bit Digital Inc,,0,BTBT,https://www.dianniu98.com
565,,,,,,,,,,,,
566,HK,,NASDAQ NMS - GLOBAL MARKET,N/A,2020-10-16,,0,Bridgetown Holdings Ltd,85225148888,0,BTWNU,
567,,,,,,,,,,,,
568,US,USD,NASDAQ NMS - GLOBAL MARKET,Banking,1993-10-27,https://static.finnhub.io/logo/2d7e0f5c-80e0-11ea-a4a8-00000000092a.png,1012.909,First Busey Corp,12173654544,54.516112,BUSE,https://www.busey.com/
569,IL,ILS,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,2007-06-07,https://static.finnhub.io/logo/da642bf6-80d1-11ea-b8bc-00000000092a.png,59.99396,BiondVax Pharmaceuticals Ltd,97289302529,460.82264,BVXV,http://www.biondvax.com
570,,,,,,,,,,,,
571,,,,,,,,,,,,
572,US,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,2018-03-14,,332.5547,Bridgewater Bancshares Inc,19528936866,28.84256,BWB,http://investors.bridgewaterbankmn.com/
573,US,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,2004-03-29,,73.5894,Broadwind Inc,17087804800,16.839679,BWEN,http://www.bwen.com/
574,US,USD,NASDAQ NMS - GLOBAL MARKET,Banking,2014-05-15,https://static.finnhub.io/logo/9717b96e-81b4-11ea-ac7c-00000000092a.png,127.2809,Bankwell Financial Group Inc,12039723838,7.871419,BWFG,https://www.mybankwell.com/
575,MX,USD,NASDAQ NMS - GLOBAL MARKET,Retail,,,889.1808,Betterware De Mexico SA de CV,,34.45102,BWMX,http://www.betterware.com.mx
576,US,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,2019-11-14,,26.82692,Baudax Bio Inc,14843952470,18.374604,BXRX,https://www.baudaxbio.com/
577,US,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,1996-01-09,,36.25123,Broadway Financial Corp,13236341700,28.038967,BYFC,
578,US,USD,NASDAQ NMS - GLOBAL MARKET,Food Products,2019-05-02,https://static.finnhub.io/logo/70a4fd4a-80da-11ea-8bcd-00000000092a.png,10723.63,Beyond Meat Inc,18667564112,62.42564,BYND,http://beyondmeat.com/
579,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2017-03-09,,446.6482,BeyondSpring Inc,16465284184,30.117881,BYSI,https://www.beyondspringpharma.com/en/
580,CN,CNY,NASDAQ NMS - GLOBAL MARKET,Retail,2015-05-21,,6122.586,Baozun Inc,862160956000,188.219668,BZUN,http://www.baozun.com/
581,CN,USD,NASDAQ NMS - GLOBAL MARKET,Auto Components,2004-08-24,,98.50998,China Automotive Systems Inc,867164127901,31.174045,CAAS,http://www.caasauto.com
582,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2019-10-25,https://static.finnhub.io/logo/1c3da166-80da-11ea-8727-00000000092a.png,289.9175,Cabaletta Bio Inc,12677593100,24.039594,CABA,https://www.cabalettabio.com/
583,US,USD,NASDAQ NMS - GLOBAL MARKET,Banking,1997-10-07,https://static.finnhub.io/logo/ff2af53e-80df-11ea-9e6a-00000000092a.png,500.6677,Camden National Corp,12072368821,14.96317,CAC,https://www.camdennational.com/
584,US,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,1992-06-05,https://static.finnhub.io/logo/8132037e-826a-11ea-a595-00000000092a.png,5994.466,Credit Acceptance Corp,12483532700,17.64947,CACC,http://www.creditacceptance.com/
585,,,,,,,,,,,,
586,US,USD,NASDAQ NMS - GLOBAL MARKET,"Hotels, Restaurants & Leisure",1992-09-18,https://static.finnhub.io/logo/bf48eebe-80df-11ea-8485-00000000092a.png,1517.986,Cheesecake Factory Inc,18188713000,45.462281,CAKE,https://www.thecheesecakefactory.com/
587,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2014-10-02,https://static.finnhub.io/logo/7b83dc6e-80d0-11ea-8ca0-00000000092a.png,258.2449,Calithera Biosciences Inc,16508701000,70.558711,CALA,http://www.calithera.com/
588,US,USD,NASDAQ NMS - GLOBAL MARKET,Banking,2017-06-30,,109.7687,California BanCorp,15104573769,8.149127,CALB,
589,US,USD,NASDAQ NMS - GLOBAL MARKET,Food Products,1996-12-12,https://static.finnhub.io/logo/7d85ab98-826a-11ea-bfe5-00000000092a.png,1908.928,Cal-Maine Foods Inc,16019486813,48.7718,CALM,http://www.calmainefoods.com/
590,,,,,,,,,,,,
591,US,USD,NASDAQ NMS - GLOBAL MARKET,Communications,1983-12-14,https://static.finnhub.io/logo/dd1509b4-80df-11ea-9f38-00000000092a.png,296.2686,CalAmp Corp,19496005600,35.019923,CAMP,https://www.calamp.com/
592,IL,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,2000-07-28,https://static.finnhub.io/logo/d3950952-826a-11ea-ad00-00000000092a.png,695.8369,Camtek Ltd,97246048100,39.032338,CAMT,http://www.camtek.com/
593,CN,CNY,NASDAQ NMS - GLOBAL MARKET,Technology,2019-11-21,https://static.finnhub.io/logo/243b01d0-81d2-11ea-adb0-00000000092a.png,318.05,Canaan Inc,8689995063,2372.222222,CAN,https://canaan-creative.com/
594,US,,NASDAQ NMS - GLOBAL MARKET,N/A,2020-09-04,,0,HighCape Capital Acquisition Corp,12125218495,0,CAPA,
595,,,,,,,,,,,,
596,,,,,,,,,,,,
597,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2002-06-04,https://static.finnhub.io/logo/93855bde-80d1-11ea-af39-00000000092a.png,88.16649,Capricor Therapeutics Inc,13103583200,19.724048,CAPR,http://capricor.com/
598,US,USD,NASDAQ NMS - GLOBAL MARKET,Road & Rail,1983-09-15,,2813.208,Avis Budget Group Inc,19734964700,69.668363,CAR,http://www.avisbudgetgroup.com/
599,US,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,2014-01-31,https://static.finnhub.io/logo/f709f186-80ce-11ea-b7a1-00000000092a.png,668.605,Cara Therapeutics Inc,12034063700,46.886751,CARA,http://www.caratherapeutics.com/
600,US,USD,NASDAQ NMS - GLOBAL MARKET,Banking,2007-02-28,https://static.finnhub.io/logo/762f875a-80da-11ea-98b4-00000000092a.png,193.9283,Carter Bank and Trust,,26.384801,CARE,http://carterbankandtrust.com
601,US,USD,NASDAQ NMS - GLOBAL MARKET,Media,2017-10-12,https://static.finnhub.io/logo/7ece080a-80db-11ea-b921-00000000092a.png,2423.324,CarGurus Inc,16173540068,112.975477,CARG,https://www.cargurus.com/
602,US,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,1994-10-25,https://static.finnhub.io/logo/b2d1c91a-8297-11ea-925a-00000000092a.png,21.24278,Carver Bancorp Inc,12128764747,3.004637,CARV,http://www.snl.com/irweblinkx/corporateprofile.aspx
603,,,,,,,,,,,,
604,US,USD,NASDAQ NMS - GLOBAL MARKET,Communications,2017-12-15,https://static.finnhub.io/logo/4cdeda06-80db-11ea-991d-00000000092a.png,377.4321,Casa Systems Inc,19786886706,83.134818,CASA,http://www.casa-systems.com/
605,US,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,1993-09-20,https://static.finnhub.io/logo/dcc17c82-80df-11ea-88f5-00000000092a.png,876.7708,Meta Financial Group Inc,16057821767,34.627599,CASH,http://www.metafinancialgroup.com/
606,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,1996-06-12,,219.3806,CASI Pharmaceuticals Inc,12408642600,123.943829,CASI,http://www.casipharmaceuticals.com/
607,US,USD,NASDAQ NMS - GLOBAL MARKET,Technology,1996-07-01,,623.8559,Cass Information Systems Inc,13145065500,14.421079,CASS,https://www.cassinfo.com/
608,US,USD,NASDAQ NMS - GLOBAL MARKET,Retail,1983-10-21,https://static.finnhub.io/logo/0f9de612-80e0-11ea-80f9-00000000092a.png,6732.134,Caseys General Stores Inc,15159656100,36.920773,CASY,http://www.caseys.com
609,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2015-06-25,https://static.finnhub.io/logo/f9dc98f8-80d1-11ea-9a7f-00000000092a.png,111.0501,Catabasis Pharmaceuticals Inc,16173491971,19.080769,CATB,http://www.catabasis.com/
610,US,USD,NASDAQ NMS - GLOBAL MARKET,Banking,1994-03-08,,456.2971,Cambridge Bancorp,16178765500,6.928288,CATC,
611,,,,,,,,,,,,
612,GB,USD,NASDAQ NMS - GLOBAL MARKET,Technology,2007-12-11,https://static.finnhub.io/logo/de6d7086-80df-11ea-9672-00000000092a.png,909.5527,Cardtronics PLC,4401707248781,44.476906,CATM,http://www.cardtronics.com/
613,US,USD,NASDAQ NMS - GLOBAL MARKET,Banking,1990-12-14,https://static.finnhub.io/logo/ba614d5a-80df-11ea-b0b0-00000000092a.png,1929.193,Cathay General Bancorp,12136254700,79.620001,CATY,https://www.cathaybank.com/
614,US,USD,NASDAQ NMS - GLOBAL MARKET,Banking,1958-09-16,https://static.finnhub.io/logo/ff70fdca-80df-11ea-8272-00000000092a.png,121.1095,Colony Bankcorp Inc,12294266000,9.498783,CBAN,https://www.colonybank.com
615,CN,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,2006-05-31,https://static.finnhub.io/logo/81e5b0ba-826a-11ea-a423-00000000092a.png,195.4491,CBAK Energy Technology Inc,8641139185999,65.14969,CBAT,http://www.cbak.com.cn/
616,US,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,2014-01-16,https://static.finnhub.io/logo/e9d32b50-81b4-11ea-89f8-00000000092a.png,622.0504,Cymabay Therapeutics Inc,15102938800,68.887092,CBAY,http://www.cymabay.com/
617,US,USD,NASDAQ NMS - GLOBAL MARKET,Banking,1994-04-09,,109.2766,CB Financial Services Inc,17249665041,5.393712,CBFV,
618,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2006-04-12,https://static.finnhub.io/logo/c94b90dc-80e0-11ea-9042-00000000092a.png,121.3467,Catalyst Biosciences Inc,16508710761,22.06304,CBIO,http://www.catalystbiosciences.com/
619,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2006-07-21,,33.84261,Cleveland Biolabs Inc,17168496810,13.016387,CBLI,http://www.cbiolabs.com/
620,US,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,2018-09-28,,46.37676,CBM Bancorp Inc,14106657600,3.785858,CBMB,
621,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2014-06-18,https://static.finnhub.io/logo/1300f130-80d0-11ea-a045-00000000092a.png,357.7611,Cellular Biomedicine Group Inc,13018255320,19.432979,CBMG,http://www.cellbiomedgroup.com/
622,US,USD,NASDAQ NMS - GLOBAL MARKET,Banking,2018-09-26,,144.5595,Capital Bancorp Inc,13018688848,13.820223,CBNK,
623,CN,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2006-07-24,https://static.finnhub.io/logo/f55f1500-82a4-11ea-a983-00000000092a.png,4366.923,China Biologic Products Holdings Inc,861065983111,38.583877,CBPO,http://www.chinabiologic.com
624,US,USD,NASDAQ NMS - GLOBAL MARKET,"Hotels, Restaurants & Leisure",1981-11-05,https://static.finnhub.io/logo/bd868d88-80df-11ea-bfb8-00000000092a.png,2961.938,Cracker Barrel Old Country Store Inc,16154439217,23.697396,CBRL,https://www.crackerbarrel.com/
625,US,USD,NASDAQ NMS - GLOBAL MARKET,Banking,1980-03-17,https://static.finnhub.io/logo/ffca09e4-80df-11ea-9c6f-00000000092a.png,7033.245,Commerce Bancshares Inc,18162342000,111.53258,CBSH,https://www.commercebank.com/
626,US,USD,NASDAQ NMS - GLOBAL MARKET,Banking,2017-11-08,,496.0202,CBTX Inc,17132107600,24.950715,CBTX,https://ir.cbtxinc.com/investor-relations
627,US,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,2020-02-03,,349.2696,Crescent Capital BDC Inc,13102355971,28.16736,CCAP,https://www.crescentbdc.com/
628,US,USD,NASDAQ NMS - GLOBAL MARKET,Banking,2018-07-18,https://static.finnhub.io/logo/74d157e2-81d5-11ea-a46d-00000000092a.png,184.0374,Coastal Financial Corp (EVERETT),14252571652,11.927243,CCB,http://ir.coastalbank.com/
629,US,USD,NASDAQ NMS - GLOBAL MARKET,Banking,1994-03-23,https://static.finnhub.io/logo/bc8e5386-80df-11ea-af66-00000000092a.png,365.3066,Capital City Bank Group Inc,18506710300,16.780276,CCBG,https://www.ccbg.com/
630,US,,NASDAQ NMS - GLOBAL MARKET,N/A,2020-10-02,,0,C4 Therapeutics Inc,16172310700,0,CCCC,http://www.c4thera.com/
631,US,USD,NASDAQ NMS - GLOBAL MARKET,N/A,2015-03-27,,591.5699,Calamos Dynamic Convertible and Income Fund,16302457200,24.485508,CCD,http://www.calamos.com/FundInvestor/ClosedEndFunds/CEFund.aspx?name=CCD#_overview_tab
632,US,USD,NASDAQ NMS - GLOBAL MARKET,,2011-06-15,,42.35426,CSI Compressco LP,12813671983,47.344351,CCLP,https://csicompressco.com/
633,US,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,2000-04-04,https://static.finnhub.io/logo/bfbefb22-80df-11ea-bdff-00000000092a.png,4419.306,Cabot Microelectronics Corp,16303755461,29.055268,CCMP,https://www.cabotcmp.com/
634,CN,USD,NASDAQ NMS - GLOBAL MARKET,Trading Companies & Distributors,2015-07-24,,54.03823,Code Chain New Continent Ltd,8602259824800,30.188958,CCNC,http://www.tmsr-ltd.com/
635,US,USD,NASDAQ NMS - GLOBAL MARKET,Banking,1994-03-16,https://static.finnhub.io/logo/800b51b0-826a-11ea-a948-00000000092a.png,337.8401,CNB Financial Corp,18147659621,16.83309,CCNE,https://www.cnbbank.bank/
636,,,,,,,,,,,,
637,US,USD,NASDAQ NMS - GLOBAL MARKET,Telecommunication,2002-02-05,,2727.197,Cogent Communications Holdings Inc,12022954200,47.289701,CCOI,
638,CN,USD,NASDAQ NMS - GLOBAL MARKET,Commercial Services & Supplies,2015-12-18,,91.28141,China Customer Relations Centers Inc,865386918899,18.3296,CCRC,http://www.ccrc.com
639,US,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,2001-10-25,https://static.finnhub.io/logo/be39e34c-80df-11ea-a655-00000000092a.png,287.3781,Cross Country Healthcare Inc,18003472264,37.565758,CCRN,https://www.crosscountryhealthcare.com/
640,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2012-02-08,https://static.finnhub.io/logo/b7c7f71e-80c8-11ea-8fb5-00000000092a.png,4050.879,ChemoCentryx Inc,16502102900,68.892493,CCXI,http://www.chemocentryx.com/
641,CN,,NASDAQ NMS - GLOBAL MARKET,Technology,2020-09-30,,0,Chindata Group Holdings Ltd,864008797679,0,CD,https://www.chindatagroup.com/
642,US,,NASDAQ NMS - GLOBAL MARKET,N/A,2020-10-14,,0,"Codiak BioSciences, Inc.",18574004222,0,CDAK,
643,,,,,,,,,,,,
644,US,USD,NASDAQ NMS - GLOBAL MARKET,Energy ,2016-03-02,https://static.finnhub.io/logo/e07cd53e-80d3-11ea-ae93-00000000092a.png,183.684,Centennial Resource Development Inc,17204991400,278.309116,CDEV,http://www.cdevinc.com/
645,US,USD,NASDAQ NMS - GLOBAL MARKET,Technology,2014-06-05,https://static.finnhub.io/logo/835d3d12-80d0-11ea-8dc7-00000000092a.png,5647.889,CDK Global Inc,18473971700,121.695513,CDK,http://www.cdkglobal.com
646,,,,,,,,,,,,
647,US,USD,NASDAQ NMS - GLOBAL MARKET,Media,2018-02-09,https://static.finnhub.io/logo/34a5ca24-80db-11ea-bc82-00000000092a.png,2322.32,Cardlytics Inc,18887985802,27.286104,CDLX,https://www.cardlytics.com/
648,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,1993-10-27,,464.1429,Avid Bioservices Inc,17145086100,56.602792,CDMO,http://avidbio.com/
649,,,,,,,,,,,,
650,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2014-07-17,,2457.006,CareDx Inc,14152872300,48.963851,CDNA,http://www.caredxinc.com/
651,US,USD,NASDAQ NMS - GLOBAL MARKET,Technology,1988-06-01,https://static.finnhub.io/logo/bbbf4280-80df-11ea-834e-00000000092a.png,31254.22,Cadence Design Systems Inc,14089431234,278.931,CDNS,https://www.cadence.com/
652,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2015-04-15,https://static.finnhub.io/logo/a390f894-80d1-11ea-9f32-00000000092a.png,130.1664,Cidara Therapeutics Inc,18587526170,42.959195,CDTX,http://www.cidara.com/
653,US,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,2013-06-27,,18467.16,CDW Corp,18474656000,142.669659,CDW,https://www.cdw.com/
654,US,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools & Services,2007-06-25,,297.0297,Chromadex Corp,13103886706,61.624426,CDXC,https://chromadex.com/default.aspx
655,US,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools & Services,2010-04-22,https://static.finnhub.io/logo/b93bfa46-80c8-11ea-93ee-00000000092a.png,852.3131,Codexis Inc,16504218100,59.12682,CDXS,https://www.codexis.com/
656,US,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,1989-01-03,https://static.finnhub.io/logo/bc0f5a7e-80df-11ea-a9b7-00000000092a.png,348.3431,Cadiz Inc,12132711600,34.79951,CDZI,http://www.cadizinc.com/
657,US,USD,NASDAQ NMS - GLOBAL MARKET,Commercial Services & Supplies,1980-12-02,https://static.finnhub.io/logo/dd7b6ae4-80df-11ea-974a-00000000092a.png,270.8174,CECO Environmental Corp,15134582600,35.493761,CECE,https://www.cecoenviro.com/
658,,,,,,,,,,,,
659,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2017-09-20,,52.98965,Celcuity Inc,17633920767,10.289253,CELC,http://celcuity.com/
660,US,USD,NASDAQ NMS - GLOBAL MARKET,Beverages,2006-10-10,https://static.finnhub.io/logo/ad902cca-80db-11ea-9dfb-00000000092a.png,1577.431,Celsius Holdings Inc,15612762239,71.603779,CELH,https://www.celsiusholdingsinc.com/
661,US,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,2000-10-18,https://static.finnhub.io/logo/7128f2ee-81ab-11ea-8af3-00000000092a.png,99.79963,Chembio Diagnostics Inc,16319241135,20.161542,CEMI,http://chembio.com/
662,US,USD,NASDAQ NMS - GLOBAL MARKET,Consumer products,1993-07-16,https://static.finnhub.io/logo/2b4475f0-80e0-11ea-aa27-00000000092a.png,2097.106,Central Garden & Pet Co,19259484000,54.697482,CENT,https://www.central.com/
663,,,,,,,,,,,,
664,US,USD,NASDAQ NMS - GLOBAL MARKET,Metals & Mining,1996-03-28,,680.0847,Century Aluminum Co,13126963101,89.484834,CENX,http://www.centuryaluminum.com/
665,US,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,2015-11-13,https://static.finnhub.io/logo/2e141cbe-80d2-11ea-a42f-00000000092a.png,173.7681,Cerecor Inc,14105228707,74.900047,CERC,http://www.cerecor.com
666,US,,NASDAQ NMS - GLOBAL MARKET,N/A,2020-06-05,,0,Cerevel Therapeutics Holdings Inc,18443042048,0,CERE,
667,,,,,,,,,,,,
668,US,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,1986-12-05,https://static.finnhub.io/logo/0feba19a-80e0-11ea-9b30-00000000092a.png,22512.73,Cerner Corp,18162211024,305.381551,CERN,https://www.cerner.com/
669,US,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,1997-01-31,,1053.526,Cerus Corp,19252886000,166.171328,CERS,http://www.cerus.com/
670,US,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,2001-06-21,https://static.finnhub.io/logo/42934c80-80d2-11ea-aac6-00000000092a.png,17.74793,Cemtrex Inc,16317569116,16.263715,CETX,https://www.cemtrex.com/
671,,,,,,,,,,,,
672,,,,,,,,,,,,
673,US,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,2002-11-01,https://static.finnhub.io/logo/645c8970-80e0-11ea-8035-00000000092a.png,962.5789,CEVA Inc,16504177900,22.158815,CEVA,https://www.ceva-dsp.com/
674,,,,,,,,,,,,
675,,,,,,,,,,,,
676,,,,,,,,,,,,
677,,,,,,,,,,,,
678,US,USD,NASDAQ NMS - GLOBAL MARKET,Banking,2019-08-15,,485.9427,Crossfirst Bankshares Inc,19133126822,52.195778,CFB,https://www.crossfirstbank.com/
679,US,USD,NASDAQ NMS - GLOBAL MARKET,Banking,2017-04-28,,58.74938,Community First Bancshares Inc (COVINGTON),17707867088,7.570797,CFBI,https://communityfirstbancshares.q4ir.com/
680,US,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,1998-12-30,https://static.finnhub.io/logo/353c8176-80e0-11ea-b324-00000000092a.png,88.11718,Central Federal Corp,16143347979,6.566256,CFBK,https://cfbankonline.com/
681,US,USD,NASDAQ NMS - GLOBAL MARKET,Banking,1992-01-16,https://static.finnhub.io/logo/34f0c06c-80e0-11ea-99c7-00000000092a.png,113.7243,C&F Financial Corp,18048432360,3.648518,CFFI,https://www.cffc.com/
682,US,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,1999-04-01,https://static.finnhub.io/logo/2e12117a-80e0-11ea-b843-00000000092a.png,1652.902,Capitol Federal Financial Inc,17852351341,141.515596,CFFN,http://ir.capfed.com/
683,US,,NASDAQ NMS - GLOBAL MARKET,N/A,2020-08-27,,0,CF Finance Acquisition Corp II,12129385000,0,CFII,
684,,,,,,,,,,,,
685,,,,,,,,,,,,
686,US,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,2015-07-01,https://static.finnhub.io/logo/040b1d46-80d2-11ea-9ff2-00000000092a.png,62.70023,Conformis Inc,17813459001,77.555538,CFMS,http://www.conformis.com/
687,,,,,,,,,,,,
